id,gene,gene_function,sub_class,class,source_organism
MUdru-g0685_baeS,baeS,Drug_and_biocide_and_metal_RND_efflux_regulator,Drug and biocide and metal resistance,Multi-compound,Salmonella enterica subsp. enterica serovar Typhimurium
MUdru-g0686_baeS,baeS,Drug_and_biocide_and_metal_RND_efflux_regulator,Drug and biocide and metal resistance,Multi-compound,Salmonella enterica subsp. enterica serovar Typhimurium
MUdru-g0687_cmeA,cmeA,Drug_and_biocide_and_metal_RND_efflux_pumps,Drug and biocide and metal resistance,Multi-compound,Campylobacter jejuni subsp. jejuni
MUdru-g0688_cmeA,cmeA,Drug_and_biocide_and_metal_RND_efflux_pumps,Drug and biocide and metal resistance,Multi-compound,Campylobacter jejuni subsp. doylei
MUdru-g0689_cmeB,cmeB,Drug_and_biocide_and_metal_RND_efflux_pumps,Drug and biocide and metal resistance,Multi-compound,Campylobacter jejuni
MUdru-g0690_cmeB,cmeB,Drug_and_biocide_and_metal_RND_efflux_pumps,Drug and biocide and metal resistance,Multi-compound,Campylobacter jejuni subsp. doylei
MUdru-g0691_cmeC,cmeC,Drug_and_biocide_and_metal_RND_efflux_pumps,Drug and biocide and metal resistance,Multi-compound,Campylobacter jejuni subsp. jejuni 81-176
MUdru-g0692_cmeC,cmeC,Drug_and_biocide_and_metal_RND_efflux_pumps,Drug and biocide and metal resistance,Multi-compound,Campylobacter jejuni subsp. jejuni
MUdru-g0693_cmeD,cmeD,Drug_and_biocide_and_metal_RND_efflux_pumps,Drug and biocide and metal resistance,Multi-compound,Campylobacter jejuni
MUdru-g0694_cmeE,cmeE,Drug_and_biocide_and_metal_RND_efflux_pumps,Drug and biocide and metal resistance,Multi-compound,Campylobacter jejuni
MUdru-g0695_cmeF,cmeF,Drug_and_biocide_and_metal_RND_efflux_pumps,Drug and biocide and metal resistance,Multi-compound,Campylobacter jejuni
MUdru-g0696_cmeR,cmeR,Drug_and_biocide_and_metal_RND_efflux_regulator,Drug and biocide and metal resistance,Multi-compound,Campylobacter jejuni
MUdru-g0697_cmeR,cmeR,Drug_and_biocide_and_metal_RND_efflux_regulator,Drug and biocide and metal resistance,Multi-compound,Campylobacter jejuni
MUdru-g0698_gesC,gesC,Drug_and_biocide_and_metal_RND_efflux_pumps,Drug and biocide and metal resistance,Multi-compound,Salmonella enterica
MUdru-g0699_mdrL,mdrL,Drug_and_biocide_and_metal_MFS_efflux_pumps,Drug and biocide and metal resistance,Multi-compound,Listeria monocytogenes EGD-e
MUdru-g0700_mdrL,mdrL,Drug_and_biocide_and_metal_MFS_efflux_pumps,Drug and biocide and metal resistance,Multi-compound,Listeria monocytogenes
MUdru-g0701_mdrL,mdrL,Drug_and_biocide_and_metal_MFS_efflux_pumps,Drug and biocide and metal resistance,Multi-compound,Listeria monocytogenes
MUdru-g0702_mdtA,mdtA,Drug_and_biocide_and_metal_RND_efflux_pumps,Drug and biocide and metal resistance,Multi-compound,Salmonella enterica
MUdru-g0703_mdtA,mdtA,Drug_and_biocide_and_metal_RND_efflux_pumps,Drug and biocide and metal resistance,Multi-compound,Streptococcus parasuis
MUdru-g0704_mdtA,mdtA,Drug_and_biocide_and_metal_RND_efflux_pumps,Drug and biocide and metal resistance,Multi-compound,Escherichia coli
MUdru-g0705_mdtB,mdtB,Drug_and_biocide_and_metal_RND_efflux_pumps,Drug and biocide and metal resistance,Multi-compound,Escherichia coli
MUdru-g0706_mdtB,mdtB,Drug_and_biocide_and_metal_RND_efflux_pumps,Drug and biocide and metal resistance,Multi-compound,Salmonella enterica
MUdru-g0707_mdtC,mdtC,Drug_and_biocide_and_metal_RND_efflux_pumps,Drug and biocide and metal resistance,Multi-compound,Escherichia coli
MUdru-g0708_mdtC,mdtC,Drug_and_biocide_and_metal_RND_efflux_pumps,Drug and biocide and metal resistance,Multi-compound,Salmonella enterica
MUdru-g0709_robA,robA,Drug_and_biocide_and_metal_RND_efflux_pumps,Drug and biocide and metal resistance,Multi-compound,Escherichia coli
MUdru-g0710_soxS,soxS,Drug_and_biocide_and_metal_resistance_regulator,Drug and biocide and metal resistance,Multi-compound,Escherichia coli
MUdru-g0711_soxS,soxS,Drug_and_biocide_and_metal_resistance_regulator,Drug and biocide and metal resistance,Multi-compound,Salmonella enterica
MUdru-g0712_ykkC,ykkC,Drug_and_biocide_and_metal_SMR_efflux_pump,Drug and biocide and metal resistance,Multi-compound,Bacillus subtilis subsp. subtilis str. 168
MUdru-g0713_ykkC,ykkC,Drug_and_biocide_and_metal_SMR_efflux_pump,Drug and biocide and metal resistance,Multi-compound,Bacillus subtilis subsp. subtilis str. 168
MUdru-g0714_abeM,abeM,Drug_and_biocide_MATE_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0715_abeM,abeM,Drug_and_biocide_MATE_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0716_abeS,abeS,Drug_and_biocide_SMR_efflux_pumps_partial,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0717_abeS,abeS,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0718_abeS,abeS,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0719_abeS,abeS,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0720_abeS,abeS,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0721_abeS,abeS,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0722_abeS,abeS,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0723_acrA,acrA,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0724_acrA,acrA,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0725_acrB,acrB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0726_acrB,acrB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Enterobacter cloacae
MUdru-g0727_acrB,acrB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150
MUdru-g0728_acrC,acrC,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Cupriavidus metallidurans
MUdru-g0729_acrE,acrE,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0730_acrF,acrF,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0731_acrR,acrR,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0732_acrR,acrR,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Listeria monocytogenes
MUdru-g0733_acrR,acrR,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Klebsiella aerogenes
MUdru-g0734_acrR,acrR,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0735_acrR,acrR,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0736_acrS,acrS,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0737_adeA,adeA,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0738_adeB,adeB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0739_adeF,adeF,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0740_adeF,adeF,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0741_adeG,adeG,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0742_adeH,adeH,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0743_adeI,adeI,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0744_adeI,adeI,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0745_adeI,adeI,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0746_adeI,adeI,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0747_adeI,adeI,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0748_adeI,adeI,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0749_adeJ,adeJ,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0750_adeK,adeK,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0751_adeK,adeK,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0752_adeK,adeK,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0753_adeK,adeK,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0754_adeK,adeK,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0755_adeK,adeK,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0756_adeL,adeL,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii ATCC 17978
MUdru-g0757_adeL,adeL,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0758_adeN,adeN,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0759_adeN,adeN,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0760_adeR,adeR,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0761_adeS,adeS,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0762_adeT1,adeT1,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii ATCC 17978
MUdru-g0763_adeT2,adeT2,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii ATCC 17978
MUdru-g0764_amrA,amrA,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Burkholderia pseudomallei
MUdru-g0765_amrB,amrB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Burkholderia pseudomallei
MUdru-g0766_armR,armR,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0767_axy,axy,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Achromobacter xylosoxidans
MUdru-g0768_axy,axy,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Achromobacter xylosoxidans
MUdru-g0769_axyZ,axyZ,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Achromobacter xylosoxidans
MUdru-g0770_bcr,bcr,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0771_bcr1,bcr1,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0772_bcrCM,bcrCM,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Listeria monocytogenes
MUdru-g0773_bcrCM,bcrCM,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Listeria monocytogenes
MUdru-g0774_blt,blt,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Bacillus subtilis subsp. subtilis str. 168
MUdru-g0775_blt,blt,Drug_and_biocide_MFS_efflux_pumps_partial,Drug and biocide resistance,Multi-compound,Bacillus subtilis subsp. subtilis str. 168
MUdru-g0776_bmr,bmr,Drug_and_biocide_MFS_efflux_regulator,Drug and biocide resistance,Multi-compound,Bacillus subtilis subsp. subtilis str. 168
MUdru-g0777_bmr,bmr,Drug_and_biocide_MFS_efflux_regulator,Drug and biocide resistance,Multi-compound,Bacillus subtilis subsp. subtilis str. 168
MUdru-g0778_bmr,bmr,Drug_and_biocide_MFS_efflux_regulator,Drug and biocide resistance,Multi-compound,Bacillus subtilis subsp. subtilis str. 168
MUdru-g0779_cdeA,cdeA,Drug_and_biocide_MATE_efflux_pumps,Drug and biocide resistance,Multi-compound,Clostridioides difficile
MUdru-g0780_cdeA,cdeA,Drug_and_biocide_MATE_efflux_pumps,Drug and biocide resistance,Multi-compound,Clostridioides difficile
MUdru-g0781_ceoA,ceoA,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Burkholderia cepacia
MUdru-g0782_ceoB,ceoB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Burkholderia cepacia
MUdru-g0783_cpxAR,cpxAR,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Escherichia coli O55:H7
MUdru-g0784_crp,crp,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0785_efmA,efmA,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Enterococcus faecium
MUdru-g0786_efpA,efpA,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Mycobacterium tuberculosis
MUdru-g0787_efrA,efrA,Drug_and_biocide_ABC_efflux_pumps_partial,Drug and biocide resistance,Multi-compound,Enterococcus faecium
MUdru-g0788_efrA,efrA,Drug_and_biocide_ABC_efflux_pumps,Drug and biocide resistance,Multi-compound,Enterococcus faecalis
MUdru-g0789_efrB,efrB,Drug_and_biocide_ABC_efflux_pumps_partial,Drug and biocide resistance,Multi-compound,Enterococcus faecium
MUdru-g0790_emhC,emhC,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas fluorescens
MUdru-g0791_emrA,emrA,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0792_emrB,emrB,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli str. K-12 substr. W3110
MUdru-g0793_emrB,emrB,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0794_emrD,emrD,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0795_emrK,emrK,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0796_emrR,emrR,Drug_and_biocide_MFS_efflux_regulator,Drug and biocide resistance,Multi-compound,Shigella sonnei
MUdru-g0797_emrRSM,emrRSM,Drug_and_biocide_MFS_efflux_regulator,Drug and biocide resistance,Multi-compound,Stenotrophomonas maltophilia
MUdru-g0798_emrY,emrY,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0799_emrY,emrY,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0800_evgS,evgS,Drug_and_biocide_MFS_efflux_regulator,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0801_farA,farA,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Neisseria gonorrhoeae
MUdru-g0802_farA,farA,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Neisseria meningitidis
MUdru-g0803_farR,farR,Drug_and_biocide_MFS_efflux_regulator,Drug and biocide resistance,Multi-compound,Neisseria meningitidis
MUdru-g0804_fexA,fexA,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Staphylococcus warneri
MUdru-g0805_fexA,fexA,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Staphylococcus simulans
MUdru-g0806_fexA,fexA,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Hafnia alvei
MUdru-g0807_fexA,fexA,Drug_and_biocide_MFS_efflux_pumps_partial,Drug and biocide resistance,Multi-compound,Staphylococcus aureus
MUdru-g0808_gadW,gadW,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0809_gadW,gadW,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0810_gadX,gadX,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0811_kmrA,kmrA,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0812_kpn,kpn,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0813_kpnE,kpnE,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0814_kpnF,kpnF,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0815_kpnO,kpnO,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0816_marA,marA,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0817_marR,marR,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0818_mde,mde,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Streptococcus mutans
MUdru-g0819_mdfA,mdfA,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli K-12
MUdru-g0820_mdfA,mdfA,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0821_mdfA,mdfA,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli HB101
MUdru-g0822_mdfA,mdfA,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0823_mdtE,mdtE,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0824_mdtF,mdtF,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0825_mdtG,mdtG,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0826_mdtG,mdtG,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0827_mdtH,mdtH,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0828_mdtI,mdtI,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0829_mdtJ,mdtJ,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Shigella sonnei
MUdru-g0830_mdtK,mdtK,Drug_and_biocide_MATE_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0831_mdtK,mdtK,Drug_and_biocide_MATE_efflux_pumps,Drug and biocide resistance,Multi-compound,Salmonella enterica subsp. enterica serovar Typhimurium
MUdru-g0832_mdtM,mdtM,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli B
MUdru-g0833_mdtN,mdtN,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0834_mdtO,mdtO,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0835_mdtP,mdtP,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Escherichia coli
MUdru-g0836_mepA,mepA,Drug_and_biocide_MATE_efflux_pumps_partial,Drug and biocide resistance,Multi-compound,Staphylococcus aureus
MUdru-g0837_mepR,mepR,Drug_and_biocide_MATE_efflux_regulator,Drug and biocide resistance,Multi-compound,Staphylococcus aureus
MUdru-g0838_mexA,mexA,Drug_and_biocide_RND_efflux_pumps_partial,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0839_mexB,mexB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0840_mexB,mexB,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0841_mexC,mexC,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0842_mexC,mexC,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0843_mexC,mexC,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0844_mexD,mexD,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0845_mexD1,mexD1,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Klebsiella pneumoniae
MUdru-g0846_mexE,mexE,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii SDF
MUdru-g0847_mexF,mexF,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas protegens
MUdru-g0848_mexF,mexF,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0849_mexG,mexG,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0850_mexH,mexH,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0851_mexI,mexI,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0852_mexJ,mexJ,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0853_mexK,mexK,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0854_mexL,mexL,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0855_mexN,mexN,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0856_mexN,mexN,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0857_mexQ,mexQ,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0858_mexQ,mexQ,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0859_mexQ,mexQ,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0860_mexR,mexR,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0861_mexS,mexS,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa PAK
MUdru-g0862_mexT,mexT,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa PAO1
MUdru-g0863_mexT,mexT,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Acinetobacter baumannii
MUdru-g0864_mexY,mexY,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa PAO1
MUdru-g0865_mexZ,mexZ,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
MUdru-g0866_mmr,mmr,Drug_and_biocide_SMR_efflux_pumps,Drug and biocide resistance,Multi-compound,Mycobacterium tuberculosis
MUdru-g0867_mtrA,mtrA,Drug_and_biocide_RND_efflux_regulator,Drug and biocide resistance,Multi-compound,Neisseria gonorrhoeae
MUdru-g0868_mtrC,mtrC,Drug_and_biocide_RND_efflux_pumps_partial,Drug and biocide resistance,Multi-compound,Neisseria gonorrhoeae
MUdru-g0869_mtrD,mtrD,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Neisseria gonorrhoeae
MUdru-g0870_mtrD,mtrD,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Neisseria meningitidis
MUdru-g0871_mtrE,mtrE,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Neisseria gonorrhoeae
MUdru-g0872_mtrE,mtrE,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Neisseria gonorrhoeae
MUdru-g0873_mtrR,mtrR,Drug_and_biocide_MFS_efflux_regulator_partial,Drug and biocide resistance,Multi-compound,Neisseria gonorrhoeae
MUdru-g0874_norA,norA,Drug_and_biocide_MFS_efflux_pumps_partial,Drug and biocide resistance,Multi-compound,Staphylococcus sp. SM9054
MUdru-g0875_norA,norA,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Staphylococcus aureus
MUdru-g0876_norA,norA,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Staphylococcus epidermidis
MUdru-g0877_norA,norA,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Staphylococcus aureus
MUdru-g0878_norB,norB,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Staphylococcus aureus
MUdru-g0879_norC,norC,Drug_and_biocide_MFS_efflux_pumps,Drug and biocide resistance,Multi-compound,Staphylococcus aureus
MUdru-g0880_oprN,oprN,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa PAO1
MUdru-g0881_oprN,oprN,Drug_and_biocide_RND_efflux_pumps,Drug and biocide resistance,Multi-compound,Pseudomonas aeruginosa
