id,antimicrobial,Bacteria,Ref,,
betaL-g0726a_OKP-A-11,,,AM850915,_OKP-,
betaL-g0727a_OKP-A-12,,,AM850916,_OKP-,
betaL-g0728_OKP-A-13,,,FJ534513,OKP-A,
betaL-g0729_OKP-A-14,,,FJ534512,OKP-A,
betaL-g0730_OKP-A-15,,,FJ755841,OKP-A,
betaL-g0731_OKP-A-16,,,FJ755840,OKP-A,
betaL-g0732_OKP-A-2,,,AM051139,OKP-A,
betaL-g0733_OKP-A-3,,,AM051140,OKP-A,
betaL-g0734_OKP-A-4,,,AM051142,OKP-A,
betaL-g0735_OKP-A-5,,,AM051143,OKP-A,
betaL-g0736_OKP-A-6,,,AM051144,OKP-A,
betaL-g0737_OKP-A-7,,,AM051145,OKP-A,
betaL-g0738_OKP-A-8,,,AM051147,OKP-A,
betaL-g0739_OKP-A-9,,,AM051148,OKP-A,
betaL-g0740_OKP-B-1,,,AM051150,OKP-B,
betaL-g0741_OKP-B-10,,,AM051160,OKP-B,
betaL-g0742_OKP-B-11,,,AM051161,OKP-B,
betaL-g0744_OKP-B-13,,,AY825330,OKP-B,
betaL-g0746_OKP-B-15,,,AM850917,OKP-B,
betaL-g0748_OKP-B-17,,,AM850919,OKP-B,
betaL-g0749_OKP-B-18,,,AM850920,OKP-B,
betaL-g0750_OKP-B-19,,,AM850921,OKP-B,
betaL-g0751_OKP-B-2,,,AM051151,OKP-B,
betaL-g0752_OKP-B-20,,,AM850922,OKP-B,
betaL-g0753_OKP-B-3,,,AM051152,OKP-B,
betaL-g0754_OKP-B-4,,,AM051153,OKP-B,
betaL-g0755_OKP-B-5,,,AY512506,OKP-B,
betaL-g0757_OKP-B-7,,,AM051156,OKP-B,
betaL-g0758_OKP-B-8,,,AM051157,OKP-B,
betaL-g0759_OKP-B-9,,,AM051159,OKP-B,
betaL-g0760_ompK35_Chr,,,AJ011501,ompK3,
betaL-g0761_ompK36_Chr,,,JX291114,ompK3,
betaL-g0762_OXA-1,"Amoxicillin, AmoxicillinClavulanic acid, Ampicillin, AmpicillinClavulanic acid, Cefepime, Piperacillin, PiperacillinTazobactam",,J02967,OXA-1,
betaL-g0763_OXA-10,"Amoxicillin, Ampicillin, Aztreonam, Piperacillin, PiperacillinTazobactam",,U37105,OXA-1,
betaL-g0764_OXA-100,,,AM231720,OXA-1,
betaL-g0765_OXA-101,,,AM412777,OXA-1,
betaL-g0770_OXA-106,,,EF650032,OXA-1,
betaL-g0771_OXA-107,,,EF650033,OXA-1,
betaL-g0772_OXA-108,,,EF650034,OXA-1,
betaL-g0773_OXA-109,,,EF650035,OXA-1,
betaL-g0774_OXA-11,"Cefotaxime, Ceftazidime, Ampicillin",,Z22590,OXA-1,
betaL-g0775_OXA-110,,,EF650036,OXA-1,
betaL-g0776_OXA-111,,,EF650037,OXA-1,
betaL-g0777_OXA-112,,,EF650038,OXA-1,
betaL-g0778_OXA-113,,,EF653400,OXA-1,
betaL-g0779_OXA-114a,,,EU188842,OXA-1,
betaL-g0780_OXA-115,,,EU029998,OXA-1,
betaL-g0783_OXA-118,,,AF371964,OXA-1,
betaL-g0784_OXA-119,,,AY139598,OXA-1,
betaL-g0785_OXA-12,,,U10251,OXA-1,
betaL-g0786_OXA-120,,,HE963768,OXA-1,
betaL-g0787_OXA-128,,,EU375515,OXA-1,
betaL-g0788_OXA-129,,,AM932669,OXA-1,
betaL-g0789_OXA-13,,,U59183,OXA-1,
betaL-g0790_OXA-130,,,EU547445,OXA-1,
betaL-g0791_OXA-131,,,EU547446,OXA-1,
betaL-g0792_OXA-132,,,EU547447,OXA-1,
betaL-g0793_OXA-133,,,EU571228,OXA-1,
betaL-g0794_OXA-134,,,HQ122933,OXA-1,
betaL-g0795a_OXA-136,,,EU086830,_OXA-,
betaL-g0796a_OXA-137,,,EU086834,_OXA-,
betaL-g0797_OXA-138,,,EU670845,OXA-1,
betaL-g0798_OXA-139,,,AM991978,OXA-1,
betaL-g0800_OXA-141,"Cefotaxime, Ceftazidime, Ampicillin",,EF552405,OXA-1,
betaL-g0801_OXA-142,"Cefotaxime, Ceftazidime, Ampicillin",,EU358785,OXA-1,
betaL-g0802_OXA-143,,,GQ861437,OXA-1,
betaL-g0803_OXA-144,,,FJ872530,OXA-1,
betaL-g0804_OXA-145,"Cefotaxime, Ceftazidime, Ampicillin",,FJ790516,OXA-1,
betaL-g0805_OXA-146,,,FJ194494,OXA-1,
betaL-g0806_OXA-147,"Cefotaxime, Ceftazidime, Ampicillin",,FJ848783,OXA-1,
betaL-g0807_OXA-148,,,GQ853679,OXA-1,
betaL-g0808_OXA-149,,,GQ853680,OXA-1,
betaL-g0809_OXA-15,"Cefotaxime, Ceftazidime, Ampicillin",,U63835,OXA-1,
betaL-g0810_OXA-150,,,GQ853681,OXA-1,
betaL-g0812_OXA-160,,,GU199038,OXA-1,
betaL-g0813_OXA-161,"Cefotaxime, Ceftazidime, Ampicillin",,GQ202693,OXA-1,
betaL-g0814_OXA-162,,,HM015773,OXA-1,
betaL-g0815_OXA-163,,,HQ700343,OXA-1,
betaL-g0816_OXA-164,,,GU831575,OXA-1,
betaL-g0817_OXA-165,,,HM488986,OXA-1,
betaL-g0818_OXA-166,,,HM488987,OXA-1,
betaL-g0819_OXA-167,,,HM488988,OXA-1,
betaL-g0820_OXA-168,,,HM488989,OXA-1,
betaL-g0821_OXA-169,,,HM488990,OXA-1,
betaL-g0823_OXA-170,,,HM488991,OXA-1,
betaL-g0824_OXA-171,,,HM488992,OXA-1,
betaL-g0825_OXA-172,,,HM113558,OXA-1,
betaL-g0826_OXA-173,,,HM113559,OXA-1,
betaL-g0827_OXA-174,,,HM113560,OXA-1,
betaL-g0828_OXA-175,,,HM113561,OXA-1,
betaL-g0829_OXA-176,,,HM113562,OXA-1,
betaL-g0830_OXA-177,,,HM113563,OXA-1,
betaL-g0831_OXA-178,,,HM113564,OXA-1,
betaL-g0832_OXA-179,,,HM570035,OXA-1,
betaL-g0833_OXA-18,"Cefotaxime, Ceftazidime, Ampicillin",,U85514,OXA-1,
betaL-g0834_OXA-180,,,HM570036,OXA-1,
betaL-g0835_OXA-181,,,JN205800,OXA-1,
betaL-g0836_OXA-182,,,HM640278,OXA-1,
betaL-g0837_OXA-183,"Cefotaxime, Ceftazidime, Ampicillin",,HQ111474,OXA-1,
betaL-g0842_OXA-19,"Cefotaxime, Ceftazidime, Ampicillin",,AF043381,OXA-1,
betaL-g0845_OXA-192,,,JF273470,OXA-1,
betaL-g0850_OXA-198,,,HQ634775,OXA-1,
betaL-g0851_OXA-199,,,JN704570,OXA-1,
betaL-g0852_OXA-2,"Amoxicillin, AmoxicillinClavulanic acid, Ampicillin, AmpicillinClavulanic acid, Ceftazidime, Piperacillin",,X07260,OXA-2,
betaL-g0854_OXA-200,,,HQ734811,OXA-2,
betaL-g0855_OXA-201,,,HQ734812,OXA-2,
betaL-g0856_OXA-202,,,HQ734813,OXA-2,
betaL-g0857_OXA-203,,,HQ998857,OXA-2,
betaL-g0858_OXA-204,,,JQ809466,OXA-2,
betaL-g0859_OXA-205,"Cefotaxime, Ceftazidime, Ampicillin",,JF800667,OXA-2,
betaL-g0860_OXA-206,,,AB634250,OXA-2,
betaL-g0861_OXA-207,,,JQ838185,OXA-2,
betaL-g0862_OXA-208,,,FR853176,OXA-2,
betaL-g0863_OXA-209,"Cefotaxime, Ceftazidime, Ampicillin",,JF268688,OXA-2,
betaL-g0864_OXA-21,,,Y10693,OXA-2,
betaL-g0865_OXA-210,"Cefotaxime, Ceftazidime, Ampicillin",,JF795487,OXA-2,
betaL-g0866_OXA-211,"Cefotaxime, Ceftazidime, Ampicillin",,JN861779,OXA-2,
betaL-g0867_OXA-212,"Cefotaxime, Ceftazidime, Ampicillin",,JN861780,OXA-2,
betaL-g0868_OXA-213,,,JN861781,OXA-2,
betaL-g0869_OXA-214,,,JN861782,OXA-2,
betaL-g0870_OXA-215,,,JN861783,OXA-2,
betaL-g0871_OXA-216,,,FR865168,OXA-2,
betaL-g0872_OXA-217,,,JN603240,OXA-2,
betaL-g0873_OXA-219,,,JN215211,OXA-2,
betaL-g0874_OXA-22,,,AF064820,OXA-2,
betaL-g0875_OXA-223,,,JN248564,OXA-2,
betaL-g0876_OXA-224,,,JN596991,OXA-2,
betaL-g0877_OXA-225,,,JN638887,OXA-2,
betaL-g0878_OXA-228,,,JQ422053,OXA-2,
betaL-g0879_OXA-229,,,JQ422052,OXA-2,
betaL-g0880_OXA-23,,,AJ132105,OXA-2,
betaL-g0881_OXA-230,,,JQ422054,OXA-2,
betaL-g0882_OXA-231,,,JQ326200,OXA-2,
betaL-g0883_OXA-232,,,JX423831,OXA-2,
betaL-g0884_OXA-235,,,JQ820240,OXA-2,
betaL-g0885_OXA-236,,,JQ820242,OXA-2,
betaL-g0886_OXA-237,,,JQ820241,OXA-2,
betaL-g0887_OXA-239,,,JQ837239,OXA-2,
betaL-g0888_OXA-24,,,AJ239129,OXA-2,
betaL-g0889_OXA-240,,,JX089628,OXA-2,
betaL-g0890_OXA-241,,,JX025021,OXA-2,
betaL-g0891_OXA-242,,,JX025022,OXA-2,
betaL-g0892_OXA-243,,,JX206446,OXA-2,
betaL-g0893_OXA-244,Carbapenam,,JX438000,OXA-2,
betaL-g0894_OXA-245,,,JX438001,OXA-2,
betaL-g0895_OXA-247,,,JX893517,OXA-2,
betaL-g0896_OXA-248,,,HE963769,OXA-2,
betaL-g0897_OXA-249,,,HE963770,OXA-2,
betaL-g0898_OXA-25,,,AF201826,OXA-2,
betaL-g0899_OXA-250,,,HE963771,OXA-2,
betaL-g0900_OXA-251,,,JN118546,OXA-2,
betaL-g0901_OXA-253,,,KC479324,OXA-2,
betaL-g0902_OXA-254,,,AB781687,OXA-2,
betaL-g0903_OXA-255,,,KC479325,OXA-2,
betaL-g0904_OXA-256,,,HE616889,OXA-2,
betaL-g0905_OXA-257,,,KC567681,OXA-2,
betaL-g0906_OXA-258,,,HE614014,OXA-2,
betaL-g0908_OXA-26,,,AF201827,OXA-2,
betaL-g0919_OXA-27,,,AF201828,OXA-2,
betaL-g0928_OXA-278,,,KC771279,OXA-2,
betaL-g0930_OXA-28,"Cefotaxime, Ceftazidime, Ampicillin",,AF231133,OXA-2,
betaL-g0941_OXA-29,,,AJ400619,OXA-2,
betaL-g0952_OXA-3,,,L07945,OXA-3,
betaL-g0962_OXA-309,,,HF947514,OXA-3,
betaL-g0963_OXA-31,"Cefotaxime, Ceftazidime, Ampicillin",,AF294653,OXA-3,
betaL-g0964_OXA-312,,,KF057029,OXA-3,
betaL-g0965_OXA-313,,,KF057030,OXA-3,
betaL-g0966_OXA-314,,,KF057031,OXA-3,
betaL-g0967_OXA-315,,,KF057032,OXA-3,
betaL-g0968_OXA-316,,,KF057033,OXA-3,
betaL-g0969_OXA-317,,,KF057034,OXA-3,
betaL-g0970_OXA-32,"Cefotaxime, Ceftazidime, Ampicillin",,AF315351,OXA-3,
betaL-g0971_OXA-320,,,KF151169,OXA-3,
betaL-g0972_OXA-322,,,KF203096,OXA-3,
betaL-g0973_OXA-323,,,KF203097,OXA-3,
betaL-g0974_OXA-324,,,KF203098,OXA-3,
betaL-g0975_OXA-325,,,KF203099,OXA-3,
betaL-g0976_OXA-326,,,KF203100,OXA-3,
betaL-g0977_OXA-327,,,KF203101,OXA-3,
betaL-g0978_OXA-328,,,KF203102,OXA-3,
betaL-g0979_OXA-329,,,KF203103,OXA-3,
betaL-g0981_OXA-330,,,KF203104,OXA-3,
betaL-g0982_OXA-331,,,KF203105,OXA-3,
betaL-g0983_OXA-332,,,KF203106,OXA-3,
betaL-g0984_OXA-333,,,KF203107,OXA-3,
betaL-g0985_OXA-334,,,KF203108,OXA-3,
betaL-g0986_OXA-335,,,KF203109,OXA-3,
betaL-g0988_OXA-347,,,JN086160,OXA-3,
betaL-g0989_OXA-348,,,KF297577,OXA-3,
betaL-g0990_OXA-349,,,KF297578,OXA-3,
betaL-g0991_OXA-35,"Cefotaxime, Ceftazidime, Ampicillin",,AF315786,OXA-3,
betaL-g0992_OXA-350,,,KF297579,OXA-3,
betaL-g0993_OXA-351,,,KF297580,OXA-3,
betaL-g0994_OXA-352,,,KF297581,OXA-3,
betaL-g0995_OXA-353,,,KF297582,OXA-3,
betaL-g0996_OXA-354,,,KF297583,OXA-3,
betaL-g0997_OXA-355,,,KF297584,OXA-3,
betaL-g0998_OXA-356,,,KF297585,OXA-3,
betaL-g0999_OXA-357,,,KF421160,OXA-3,
betaL-g1000_OXA-358,,,KF421161,OXA-3,
betaL-g1001_OXA-359,,,KF421162,OXA-3,
betaL-g1003_OXA-360,,,KF421163,OXA-3,
betaL-g1004_OXA-361,,,KF460531,OXA-3,
betaL-g1005_OXA-362,,,KF460532,OXA-3,
betaL-g1006_OXA-363,,,KF460533,OXA-3,
betaL-g1007_OXA-365,,,KF885217,OXA-3,
betaL-g1008_OXA-37,,,AY007784,OXA-3,
betaL-g1009_OXA-370,,,KF900153,OXA-3,
betaL-g1010_OXA-371,,,AB871653,OXA-3,
betaL-g1011_OXA-374,,,KF986255,OXA-3,
betaL-g1012_OXA-375,,,KF986256,OXA-3,
betaL-g1013_OXA-376,,,KF986257,OXA-3,
betaL-g1014_OXA-377,,,KF986258,OXA-3,
betaL-g1015_OXA-378,,,KF986259,OXA-3,
betaL-g1016_OXA-379,,,KF986260,OXA-3,
betaL-g1017_OXA-380,,,KF986261,OXA-3,
betaL-g1018_OXA-381,,,KJ135344,OXA-3,
betaL-g1019_OXA-382,,,KJ135345,OXA-3,
betaL-g1020_OXA-383,,,KF986262,OXA-3,
betaL-g1021_OXA-384,,,KF986263,OXA-3,
betaL-g1022_OXA-385,,,KF986253,OXA-3,
betaL-g1023_OXA-386,,,KF986254,OXA-3,
betaL-g1024_OXA-388,,,KJ135343,OXA-3,
betaL-g1025_OXA-389,,,KJ135346,OXA-3,
betaL-g1026_OXA-390,,,KJ135342,OXA-3,
betaL-g1027_OXA-4,,,AY162283,OXA-4,
betaL-g1028_OXA-42,,,AJ488302,OXA-4,
betaL-g1029_OXA-43,,,AJ488303,OXA-4,
betaL-g1030_OXA-45,"Cefotaxime, Ceftazidime, Ampicillin",,AJ519683,OXA-4,
betaL-g1031_OXA-46,,,AF317511,OXA-4,
betaL-g1032_OXA-47,,,AY237830,OXA-4,
betaL-g1033_OXA-48,"Amoxicillin, AmoxicillinClavulanic acid, Ampicillin, AmpicillinClavulanic acid, Imipenem, Meropenem, Piperacillin, PiperacillinTazobactam",,AY236073,OXA-4,
betaL-g1034_OXA-49,,,AY288523,OXA-4,
betaL-g1035_OXA-5,,,X58272,OXA-5,
betaL-g1036_OXA-50,Ampicillin,,AY306130,OXA-5,
betaL-g1037_OXA-51,,,AJ309734,OXA-5,
betaL-g1038_OXA-53,"Cefotaxime, Ceftazidime, Ampicillin",,AY289608,OXA-5,
betaL-g1039_OXA-54,,,AY500137,OXA-5,
betaL-g1040_OXA-55,,,AY343493,OXA-5,
betaL-g1041_OXA-56,,,AY445080,OXA-5,
betaL-g1042_OXA-57,,,AJ631966,OXA-5,
betaL-g1043_OXA-58,,,AY665723,OXA-5,
betaL-g1044_OXA-59,,,AJ632249,OXA-5,
betaL-g1045_OXA-60,,,AF525303,OXA-6,
betaL-g1046a_OXA-61,,,AY587956,_OXA-,
betaL-g1047_OXA-62,,,AY423074,OXA-6,
betaL-g1048_OXA-63,"Amoxicillin, Ampicillin, Piperacillin",,AY619003,OXA-6,
betaL-g1049_OXA-64,,,AY750907,OXA-6,
betaL-g1050_OXA-65,,,AY750908,OXA-6,
betaL-g1051_OXA-66,,,AY750909,OXA-6,
betaL-g1052_OXA-67,,,DQ491200,OXA-6,
betaL-g1053_OXA-68,,,AY750910,OXA-6,
betaL-g1054_OXA-69,,,AY750911,OXA-6,
betaL-g1055_OXA-7,,,X75562,OXA-7,
betaL-g1056_OXA-70,,,AY750912,OXA-7,
betaL-g1057_OXA-71,,,AY750913,OXA-7,
betaL-g1059_OXA-73,,,AY762325,OXA-7,
betaL-g1060_OXA-74,,,AJ854182,OXA-7,
betaL-g1061_OXA-75,,,AY859529,OXA-7,
betaL-g1062_OXA-76,,,AY949203,OXA-7,
betaL-g1063_OXA-77,,,AY949202,OXA-7,
betaL-g1064_OXA-78,,,AY862132,OXA-7,
betaL-g1065_OXA-79,,,EU019534,OXA-7,
betaL-g1066_OXA-80,,,EU019535,OXA-8,
betaL-g1067_OXA-82,,,EU019536,OXA-8,
betaL-g1068_OXA-83,,,DQ309277,OXA-8,
betaL-g1069_OXA-84,,,DQ309276,OXA-8,
betaL-g1071_OXA-86,,,DQ149247,OXA-8,
betaL-g1072_OXA-87,,,DQ348075,OXA-8,
betaL-g1073_OXA-88,,,DQ392963,OXA-8,
betaL-g1074_OXA-89,,,DQ445683,OXA-8,
betaL-g1075_OXA-9,,,M55547,OXA-9,
betaL-g1076_OXA-90,,,AM231719,OXA-9,
betaL-g1077_OXA-91,,,DQ519086,OXA-9,
betaL-g1078_OXA-92,,,DQ335566,OXA-9,
betaL-g1079_OXA-93,,,DQ519087,OXA-9,
betaL-g1080a_OXA-94,,,DQ519088,_OXA-,
betaL-g1081_OXA-95,,,DQ519089,OXA-9,
betaL-g1082_OXA-96,,,DQ519090,OXA-9,
betaL-g1083_OXA-97,,,EF102240,OXA-9,
betaL-g1084_OXA-98,,,AM279652,OXA-9,
betaL-g1085_OXA-99,,,DQ888718,OXA-9,
betaL-g1086_OXY-1-1,"Cefotaxime, Ceftazidime, Ampicillin",,Z30177,OXY-1,
betaL-g1087_OXY-1-2,"Cefotaxime, Ceftazidime, Ampicillin",,AJ871864,OXY-1,
betaL-g1088_OXY-1-3,"Cefotaxime, Ceftazidime, Ampicillin",,AY077482,OXY-1,
betaL-g1089_OXY-1-4,"Cefotaxime, Ceftazidime, Ampicillin",,AY077483,OXY-1,
betaL-g1091_OXY-1-6,"Cefotaxime, Ceftazidime, Ampicillin",,Y17715,OXY-1,
betaL-g1093_OXY-2-1,"Cefotaxime, Ceftazidime, Ampicillin",,AJ871866,OXY-2,
betaL-g1094a_OXY-2-10,,,FJ785626,_OXY-,
betaL-g1095_OXY-2-2,"Cefotaxime, Ceftazidime, Ampicillin",,AJ871867,OXY-2,
betaL-g1096_OXY-2-3,"Cefotaxime, Ceftazidime, Ampicillin",,AY077488,OXY-2,
betaL-g1097a_OXY-2-4,,,Y17714,_OXY-,
betaL-g1099_OXY-2-6,"Cefotaxime, Ceftazidime, Ampicillin",,AY077485,OXY-2,
betaL-g1100_OXY-2-7,"Cefotaxime, Ceftazidime, Ampicillin",,Z49084,OXY-2,
betaL-g1101_OXY-2-8,"Cefotaxime, Ceftazidime, Ampicillin",,AY055205,OXY-2,
betaL-g1102_OXY-2-9,"Cefotaxime, Ceftazidime, Ampicillin",,FJ785625,OXY-2,
betaL-g1103_OXY-3-1,"Cefotaxime, Ceftazidime, Ampicillin",,AF491278,OXY-3,
betaL-g1104_OXY-4-1,"Cefotaxime, Ceftazidime, Ampicillin",,AY077481,OXY-4,
betaL-g1105_OXY-5-1,"Cefotaxime, Ceftazidime, Ampicillin",,AJ871868,OXY-5,
betaL-g1106_OXY-5-2,"Cefotaxime, Ceftazidime, Ampicillin",,AJ871871,OXY-5,
betaL-g1107_OXY-6-1,"Cefotaxime, Ceftazidime, Ampicillin",,AJ871873,OXY-6,
betaL-g1108_OXY-6-2,"Cefotaxime, Ceftazidime, Ampicillin",,AJ871875,OXY-6,
betaL-g1109_OXY-6-3,"Cefotaxime, Ceftazidime, Ampicillin",,AJ871876,OXY-6,
betaL-g1110_OXY-6-4,"Cefotaxime, Ceftazidime, Ampicillin",,AJ871877,OXY-6,
betaL-g1111_P3,,,0,P3,
betaL-g1112_P4,,,0,P4,
betaL-g1113_P5,,,0,P5,
betaL-g1114_Pa_Pb,,,0,Pa_Pb,
betaL-g1115_Pc_Pd,,,0,Pc_Pd,
betaL-g1116_penA,,,AY032873,penA,
betaL-g1117_PER-1,"Cefotaxime, Ceftazidime, Ampicillin",,Z21957,PER-1,2be ESBL
betaL-g1118_PER-2,"Cefotaxime, Ceftazidime, Ampicillin",,X93314,PER-2,2be ESBL
betaL-g1119_PER-3,"Cefotaxime, Ceftazidime, Ampicillin",,AY740681,PER-3,2be ESBL
betaL-g1120_PER-4,"Cefotaxime, Ceftazidime, Ampicillin",,EU748544,PER-4,2be ESBL
betaL-g1122_PER-6,"Cefotaxime, Ceftazidime, Ampicillin",,GQ396303,PER-6,2be ESBL
betaL-g1123_PER-7,"Cefotaxime, Ceftazidime, Ampicillin",,HQ713678,PER-7,2be ESBL
betaL-g1124_PLA-2a,"Cefotaxime, Ceftazidime, Ampicillin",,AY307385,PLA-2,
betaL-g1125_PME-1,"Cefotaxime, Ceftazidime, Ampicillin",,HQ541434,PME-1,2be ESBL
betaL-g1126_POM-1,,,EU315252,POM-1,
betaL-g1127_RAHN-1,"Cefotaxime, Ceftazidime, Ampicillin",,GU645205,RAHN-,
betaL-g1129_ROB-1,,,AF022114,ROB-1,broad spectrum
betaL-g1130_SCO-1,,,EF104648,SCO-1,broad spectrum
betaL-g1131_SED-1,"Amoxicillin, AmoxicillinClavulanic acid, Ampicillin, AmpicillinClavulanic acid, Piperacillin, Ticarcillin, PiperacillinTazobactam",,AF321608,SED-1,broad spectrum
betaL-g1132_SFB-1,,,AY590119,SFB-1,
betaL-g1133_SFC-1,,,AY354402,SFC-1,carbapenemase
betaL-g1134_SFH-1,,,AF197943,SFH-1,
betaL-g1135_SFO-1,"Cefotaxime, Ceftazidime, Ampicillin",,AB003148,SFO-1,
betaL-g1136_SHV-1,"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin",,AF148850,SHV-1,2b broad spectrum
betaL-g1138_SHV-100,"Cefotaxime, Ceftazidime, Ampicillin",,AM941846,SHV-1,2b broad spectrum
betaL-g1139_SHV-101,"Cefotaxime, Ceftazidime, Ampicillin",,EU155018,SHV-1,2b broad spectrum
betaL-g1140_SHV-102,"Cefotaxime, Ceftazidime, Ampicillin",,EU024485,SHV-1,2b broad spectrum
betaL-g1141_SHV-103,"Cefotaxime, Ceftazidime, Ampicillin",,EU032604,SHV-1,2b broad spectrum
betaL-g1142_SHV-104,"Cefotaxime, Ceftazidime, Ampicillin",,EU274581,SHV-1,2b broad spectrum
betaL-g1143_SHV-105,"Cefotaxime, Ceftazidime, Ampicillin",,FJ194944,SHV-1,2b broad spectrum
betaL-g1146_SHV-108,"Cefotaxime, Ceftazidime, Ampicillin",,HM751100,SHV-1,2b broad spectrum
betaL-g1147_SHV-109,"Cefotaxime, Ceftazidime, Ampicillin",,EU418913,SHV-1,2b broad spectrum
betaL-g1148_SHV-11,"Amoxicillin, Ampicillin, Cephalothin, Piperacillin, Ticarcillin",,X98101,SHV-1,2b broad spectrum
betaL-g1158_SHV-120,"Cefotaxime, Ceftazidime, Ampicillin",,JF812965,SHV-1,2b broad spectrum
betaL-g1159_SHV-121,"Cefotaxime, Ceftazidime, Ampicillin",,GQ428198,SHV-1,2b broad spectrum
betaL-g1165_SHV-128,"Cefotaxime, Ceftazidime, Ampicillin",,GU932590,SHV-1,2b broad spectrum
betaL-g1166_SHV-129,"Cefotaxime, Ceftazidime, Ampicillin",,GU827715,SHV-1,2b broad spectrum
betaL-g1168_SHV-133,"Cefotaxime, Ceftazidime, Ampicillin",,AB551737,SHV-1,2b broad spectrum
betaL-g1169_SHV-134,"Cefotaxime, Ceftazidime, Ampicillin",,HM559945,SHV-1,2b broad spectrum
betaL-g1170_SHV-135,"Cefotaxime, Ceftazidime, Ampicillin",,HQ637576,SHV-1,2b broad spectrum
betaL-g1172_SHV-137,"Cefotaxime, Ceftazidime, Ampicillin",,HQ661363,SHV-1,2b broad spectrum
betaL-g1173_SHV-14,"Cefotaxime, Ceftazidime, Ampicillin",,AF226622,SHV-1,2b broad spectrum
betaL-g1174_SHV-140,"Cefotaxime, Ceftazidime, Ampicillin",, JN051143,SHV-1,2b broad spectrum
betaL-g1175_SHV-141,"cefotaxime, ceftazidime, ceftriaxone, cefepime, aztreonam",,JQ388884,SHV-1,2b broad spectrum
betaL-g1176_SHV-142,"Cefotaxime, Ceftazidime, Ampicillin",,JQ029959,SHV-1,2b broad spectrum
betaL-g1177_SHV-143,"Cefotaxime, Ceftazidime, Ampicillin",,JQ341060,SHV-1,2b broad spectrum
betaL-g1178_SHV-144,"Cefotaxime, Ceftazidime, Ampicillin",,JQ926986,SHV-1,2b broad spectrum
betaL-g1179_SHV-145,"Cefotaxime, Ceftazidime, Ampicillin",,JX013655,SHV-1,2b broad spectrum
betaL-g1190_SHV-156,"Cefotaxime, Ceftazidime, Ampicillin",,JX121123,SHV-1,2b broad spectrum
betaL-g1191a_SHV-157,"Cefotaxime, Ceftazidime, Ampicillin",,JX121124,_SHV-,
betaL-g1195_SHV-160,"Cefotaxime, Ceftazidime, Ampicillin",,JX121127,SHV-1,2b broad spectrum
betaL-g1196_SHV-161,"Cefotaxime, Ceftazidime, Ampicillin",,JX121128,SHV-1,2b broad spectrum
betaL-g1199_SHV-164,"Cefotaxime, Ceftazidime, Ampicillin",,HE981194,SHV-1,2b broad spectrum
betaL-g1201_SHV-167,"Cefotaxime, Ceftazidime, Ampicillin",,AB733453,SHV-1,2b broad spectrum
betaL-g1202_SHV-168,"Cefotaxime, Ceftazidime, Ampicillin",,JX870080,SHV-1,2b broad spectrum
betaL-g1206_SHV-172,"Cefotaxime, Ceftazidime, Ampicillin",,KF513177,SHV-1,2b broad spectrum
betaL-g1207_SHV-173,"Cefotaxime, Ceftazidime, Ampicillin",,KF513178,SHV-1,2b broad spectrum
betaL-g1211_SHV-178,"Cefotaxime, Ceftazidime, Ampicillin",,KF705209,SHV-1,2b broad spectrum
betaL-g1212_SHV-179,"Cefotaxime, Ceftazidime, Ampicillin",,KF705208,SHV-1,2b broad spectrum
betaL-g1213_SHV-18,"Cefotaxime, Ceftazidime, Ampicillin",,EU684753,SHV-1,2b broad spectrum
betaL-g1217_SHV-2,"Cefotaxime, Ceftazidime, Ampicillin",,AF148851,SHV-2,2be ESBL
betaL-g1222_SHV-24,"Cefotaxime, Ceftazidime, Ampicillin",,AB023477,SHV-2,2be ESBL
betaL-g1223_SHV-25,"Cefotaxime, Ceftazidime, Ampicillin",,GU064391,SHV-2,2be ESBL
betaL-g1224_SHV-26,"Cefotaxime, Ceftazidime, Ampicillin",,AF227204,SHV-2,2be ESBL
betaL-g1225_SHV-27,"Cefotaxime, Ceftazidime, Ampicillin",,AF293345,SHV-2,2be ESBL
betaL-g1226_SHV-28,"Cefotaxime, Ceftazidime, Ampicillin",,HM751101,SHV-2,2be ESBL
betaL-g1227_SHV-29,"Cefotaxime, Ceftazidime, Ampicillin",,AF301532,SHV-2,2be ESBL
betaL-g1228_SHV-2A,"Cefotaxime, Ceftazidime, Ampicillin",,X98102,SHV-2,2be ESBL
betaL-g1230_SHV-30,"Cefotaxime, Ceftazidime, Ampicillin",,AY661885,SHV-3,2be ESBL
betaL-g1231_SHV-31,"Cefotaxime, Ceftazidime, Ampicillin",,GU064396,SHV-3,2be ESBL
betaL-g1232_SHV-32,"Cefotaxime, Ceftazidime, Ampicillin",,AY037778,SHV-3,2be ESBL
betaL-g1233_SHV-33,"Cefotaxime, Ceftazidime, Ampicillin",,AY037779,SHV-3,2be ESBL
betaL-g1234_SHV-34,"Cefotaxime, Ceftazidime, Ampicillin",,AY036620,SHV-3,2be ESBL
betaL-g1235_SHV-35,"Cefotaxime, Ceftazidime, Ampicillin",,AY070258,SHV-3,2be ESBL
betaL-g1236_SHV-36,"Cefotaxime, Ceftazidime, Ampicillin",,AF467947,SHV-3,2be ESBL
