id,antimicrobial,Bacteria,Ref,,
betaL-g2775_KPC-21,"Cefotaxime, Ceftazidime, Ampicillin",,LN609376,KPC-2,2f carbapenemase view
betaL-g2776_KPC-23,"Cefotaxime, Ceftazidime, Ampicillin",,MH450213,KPC-2,2f carbapenemase view
betaL-g2778_KPC-26,"Cefotaxime, Ceftazidime, Ampicillin",,KX619622,KPC-2,2f carbapenemase view
betaL-g2779_KPC-27,"Cefotaxime, Ceftazidime, Ampicillin",,KX828722,KPC-2,2f carbapenemase view
betaL-g2780_KPC-28,"Cefotaxime, Ceftazidime, Ampicillin",,KY282958,KPC-2,2f carbapenemase view
betaL-g2781_KPC-29,"Cefotaxime, Ceftazidime, Ampicillin",,KY563764,KPC-2,2f carbapenemase view
betaL-g2782_KPC-30,"Cefotaxime, Ceftazidime, Ampicillin",,KY646302,KPC-3,2f carbapenemase
betaL-g2783_KPC-31,"Cefotaxime, Ceftazidime, Ampicillin",,MAPH01000113,KPC-3,2f carbapenemase
betaL-g2784_KPC-32,"Cefotaxime, Ceftazidime, Ampicillin",,MAPO01000050,KPC-3,2f carbapenemase
betaL-g2785_KPC-33,"Cefotaxime, Ceftazidime, Ampicillin",,CP025144,KPC-3,2f carbapenemase
betaL-g2786_KPC-34,"Cefotaxime, Ceftazidime, Ampicillin",,KU985429,KPC-3,2f carbapenemase
betaL-g2787_KPC-35,"Cefotaxime, Ceftazidime, Ampicillin",,MH404098,KPC-3,2f carbapenemase
betaL-g2788_KPC-36,"Cefotaxime, Ceftazidime, Ampicillin",,MH593787,KPC-3,2f carbapenemase
betaL-g2789_KPC-37,"Cefotaxime, Ceftazidime, Ampicillin",,MH718730,KPC-3,2f carbapenemase
betaL-g2790_KPC-38,"Cefotaxime, Ceftazidime, Ampicillin",,MK098861,KPC-3,2f carbapenemase
betaL-g2791_KPC-39,"Cefotaxime, Ceftazidime, Ampicillin",,MK118771,KPC-3,2f carbapenemase
betaL-g2792_KPC-41,"Cefotaxime, Ceftazidime, Ampicillin",,MK497255,KPC-4,2f carbapenemase
betaL-g2793_NDM-11,"Cefotaxime, Ceftazidime, Ampicillin",,KP265939,NDM-1,
betaL-g2794_NDM-15,"Cefotaxime, Ceftazidime, Ampicillin",,KP735848,NDM-1,
betaL-g2795_NDM-16,"Cefotaxime, Ceftazidime, Ampicillin",,KP862821,NDM-1,
betaL-g2796_NDM-17,"Cefotaxime, Ceftazidime, Ampicillin",,KX812714,NDM-1,
betaL-g2797_NDM-18,"Cefotaxime, Ceftazidime, Ampicillin",,KY503030,NDM-1,
betaL-g2798_NDM-19,"Cefotaxime, Ceftazidime, Ampicillin",,MF370080,NDM-1,
betaL-g2799_NDM-20,"Cefotaxime, Ceftazidime, Ampicillin",,KY654092,NDM-2,
betaL-g2800_NDM-21,"Cefotaxime, Ceftazidime, Ampicillin",,MG183694,NDM-2,
betaL-g2801_NDM-22,"Cefotaxime, Ceftazidime, Ampicillin",,MH243357,NDM-2,
betaL-g2802_NDM-23,"Cefotaxime, Ceftazidime, Ampicillin",,MH450214,NDM-2,
betaL-g2803_NDM-24,"Cefotaxime, Ceftazidime, Ampicillin",,MH450215,NDM-2,
betaL-g2804_TEM-102,"Cefotaxime, Ceftazidime, Ampicillin",,AY040093,TEM-1,2b broad spectrum
betaL-g2805_TEM-181,,,KM977568,TEM-1,2b broad spectrum
betaL-g2806_TEM-19,"Cefotaxime, Ceftazidime, Ampicillin",,JX042489,TEM-1,2b broad spectrum
betaL-g2807_TEM-191,,,KY432484,TEM-1,2b broad spectrum
betaL-g2808_TEM-196,,,JQ034306,TEM-1,2b broad spectrum
betaL-g2809_TEM-210,,,KJ484630,TEM-2,2b broad spectrum
betaL-g2810_TEM-212,,,KF481968,TEM-2,2b broad spectrum
betaL-g2811_TEM-224,,,KU664545,TEM-2,2b broad spectrum
betaL-g2812_TEM-225,,,KY432403,TEM-2,2b broad spectrum
betaL-g2813_TEM-226,ceftazidime,,KY646301,TEM-2,2b broad spectrum
betaL-g2814_TEM-227,,,KY418040,TEM-2,2b broad spectrum
betaL-g2815_TEM-229,,,MG821356,TEM-2,2b broad spectrum
betaL-g2816_TEM-230,ceftazidime,,MG821377,TEM-2,2b broad spectrum
betaL-g2817_TEM-231,,,MG821378,TEM-2,2b broad spectrum
betaL-g2818_TEM-232,,,MH079593,TEM-2,2b broad spectrum
betaL-g2819_TEM-233,,,MH270416,TEM-2,2b broad spectrum
betaL-g2820_TEM-234,ceftazidime,,MH243353,TEM-2,2b broad spectrum
betaL-g2821_TEM-26,"Cefotaxime, Ceftazidime, Ampicillin",,LDCJ01000052,TEM-2,2b broad spectrum
betaL-g2822_TEM-32,Amoxicillin;AmoxicillinClavulanic_acid;Ampicillin;AmpicillinClavulanic_acid;Piperacillin;PiperacillinTazobactam;Ticarcillin;TicarcillinClavulanic_acid,,CXLQ01000061,TEM-3,2be ESBL
betaL-g2823_TEM-35,Amoxicillin;AmoxicillinClavulanic_acid;Ampicillin;AmpicillinClavulanic_acid;Piperacillin;PiperacillinTazobactam;Ticarcillin;TicarcillinClavulanic_acid,,KP860986,TEM-3,2be ESBL
betaL-g2824_TEM-36,Amoxicillin;AmoxicillinClavulanic_acid;Ampicillin;AmpicillinClavulanic_acid;Piperacillin;PiperacillinTazobactam;Ticarcillin;TicarcillinClavulanic_acid,,KY305958,TEM-3,2be ESBL
betaL-g2825_TEM-4,"Cefotaxime, Ceftazidime, Ampicillin",,LK391770,TEM-4,2be ESBL
betaL-g2826_TEM-40,Amoxicillin;AmoxicillinClavulanic_acid;Ampicillin;AmpicillinClavulanic_acid;Piperacillin;PiperacillinTazobactam;Ticarcillin;TicarcillinClavulanic_acid,,FR717535,TEM-4,2be ESBL
betaL-g2827_TEM-9,"Cefotaxime, Ceftazidime, Ampicillin",,KY271103,TEM-9,2be ESBL
fosfo-g2828_fosA6,Fosfomycin,,ACZD01000244,fosA6,
fosfo-g2829_fosA7,Fosfomycin,,AEXB01000013,fosA7,
fosfo-g2830_fosA7.5,,,NG_067231.1,fosA7,
colis-g2831_mcr1-11,Colistin,,KY853650,mcr1-,
colis-g2832_mcr1-12,Colistin,,LC337668,mcr1-,
colis-g2833_mcr1-13,Colistin,,MG384739,mcr1-,
colis-g2834_mcr1-14,Colistin,,LS398440,mcr1-,
colis-g2835_mcr1-26,Colistin,,NG_068217,mcr1-,
colis-g2836_mcr1-27,Colistin,,NG_068218,mcr1-,
colis-g2837_mcr1-9,Colistin,,KY964067,mcr1-,
colis-g2838_mcr3-10,Colistin,,MG214531,mcr3-,
colis-g2839_mcr3-11,Colistin,,MG489958,mcr3-,
colis-g2840_mcr3-12,Colistin,,MG564491,mcr3-,
colis-g2841_mcr3-13,Colistin,,MH332763,mcr3-,
colis-g2842_mcr3-14,Colistin,,MH332764,mcr3-,
colis-g2843_mcr3-15,Colistin,,MH332765,mcr3-,
colis-g2844_mcr3-16,Colistin,,MH332766,mcr3-,
colis-g2845_mcr3-17,Colistin,,MH332767,mcr3-,
colis-g2846_mcr3-18,Colistin,,MH332768,mcr3-,
colis-g2847_mcr3-19,Colistin,,NG055497,mcr3-,
colis-g2848_mcr3-2,Colistin,,NMWW01000143,mcr3-,
colis-g2849_mcr3-20,Colistin,,NG055493,mcr3-,
colis-g2850_mcr3-21,Colistin,,NG060582,mcr3-,
colis-g2851_mcr3-22,Colistin,,NG060581,mcr3-,
colis-g2852_mcr3-23,Colistin,,NG060583,mcr3-,
colis-g2853_mcr3-24,Colistin,,NG060580,mcr3-,
colis-g2854_mcr3-25,Colistin,,NG060585,mcr3-,
colis-g2855_mcr3-3,Colistin,,MF495680,mcr3-,
colis-g2856_mcr3-4,Colistin,,FLXA01000011,mcr3-,
colis-g2857_mcr3-5,Colistin,,MF489760,mcr3-,
colis-g2858_mcr3-6,Colistin,,MF598076,mcr3-,
colis-g2859_mcr3-7,Colistin,,MF598077,mcr3-,
colis-g2860_mcr3-8,Colistin,,MF598078,mcr3-,
colis-g2861_mcr3-9,Colistin,,MF598080,mcr3-,
colis-g2862_mcr4-1,Colistin,,MF543359,mcr4-,
colis-g2863_mcr4-2,Colistin,,MG822663,mcr4-,
colis-g2864_mcr4-4,Colistin,,MG822665,mcr4-,
colis-g2865_mcr4-5,Colistin,,MG822664,mcr4-,
colis-g2866_mcr4-6,Colistin,,MH423812,mcr4-,
colis-g2867_mcr5-2,Colistin,,MG384740,mcr5-,
rifam-g2868_arr-8,Rifampicin,,KC199968,arr-8,
amino-g2869_aph4-Ib,Hygromycin_B,,X74325.1,aph4-,
cipro-g2870_qnrS11,Ciprofloxacin,,JQ269335,qnrS1,
cipro-g2871_qnrS12,Ciprofloxacin,,MKQI01000097,qnrS1,
cipro-g2872_qnrS13,Ciprofloxacin,,LUYD01000008,qnrS1,
cipro-g2873_qnrS4,Ciprofloxacin,,FJ418153,qnrS4,
trime-g2874_dfrE,Trimethoprim,,AIIS01000002,dfrE,
amino-g2875_ant2-Ia,Gentamicin;Tobramycin,,X04555,ant2-,
amino-g2876_ant4_Ib,Amikacin;Dibekacin;Isepamicin;Tobramycin,,AJ506108,ant4_,
amino-g2877_aac2_Iia,Kasugamycin,,AB669090,aac2_,
amino-g2878_aac2_Id,Dibekacin;Gentamicin;Netilmicin;Tobramycin,,U72743,aac2_,
amino-g2879_aac2_Ie,Dibekacin;Gentamicin;Netilmicin;Tobramycin,,NC011896,aac2_,
amino-g2880_aac3-Ig,Astromicin;Fortimicin;Gentamicin,,CP000282,aac3-,
amino-g2881_aac3-Ih,Astromicin;Fortimicin;Gentamicin,,CP000490,aac3-,
amino-g2882_aac3-Ii,Astromicin;Fortimicin;Gentamicin,,CP000356,aac3-,
amino-g2883_aac6_Iag,Amikacin;Dibekacin;Netilmicin;Sisomicin;Tobramycin,,AB472901,aac6_,
amino-g2884_aac6_Iaj,Amikacin;Dibekacin;Netilmicin;Sisomicin;Tobramycin,,AB709942,aac6_,
amino-g2885_aac6_Ian,Amikacin;Dibekacin;Netilmicin;Sisomicin;Tobramycin,,AP014611,aac6_,
amino-g2886_aph2_If,Amikacin;Gentamicin;Kanamycin;Tobramycin,,KF652097,aph2_,
amino-g2887_aph2_Ig,Amikacin;Gentamicin;Kanamycin;Tobramycin,,CP004067,aph2_,
amino-g2888_aph2-Ih,Amikacin;Gentamicin;Kanamycin;Tobramycin,,KF652096,aph2-,
amino-g2889_aph3_Id,Kanamycin;Lividomycin;Neomycin;Paromomycin;Ribostamycin,,Z48231,aph3_,
amino-g2890_aph3_IIc,Butirosin;Kanamycin;Neomycin;Paromomycin,,AM743169,aph3_,
amino-g2891_aph3_IX,Amikacin,,APPN01000061,aph3_,
amino-g2892_aph3_VIII,Amikacin,,ATGI01000028,aph3_,
fosfo-g2893_fosB1,Fosfomycin,,CP001903,fosB1,
fosfo-g2894_fosB2,Fosfomycin,,AE016879,fosB2,
fosfo-g2895_fosL1,Fosfomycin,,MN464149,fosL1,
fosfo-g2896_fosX_v3,Fosfomycin,,CP003505,fosX_,
fosfo-g2897_fosX_v4,Fosfomycin,,DQ342344,fosX_,
trime-g2898_dfrA18,Trimethoprim,,AY034138,dfrA1,
betaL-g2899_FRI-1,,,KT192551,FRI-1,carbapenemase
betaL-g2900_FRI-2,,,KX620467,FRI-2,carbapenemase
betaL-g2901_FRI-3,,,KY524440,FRI-3,carbapenemase
betaL-g2902_FRI-4,,,NG_055267,FRI-4,carbapenemase
betaL-g2903_FRI-5,,,MH208723,FRI-5,carbapenemase
betaL-g2904_GMB-1,,,MZ215787,GMB-1,
betaL-g2905_LMB-1,,,MH475146,LMB-1,
betaL-g2906_PAM-1,,,AB858498,PAM-1,
betaL-g2907_PAO,,,AY083595,PAO,
betaL-g2908_PAU-1,,,MH053445,PAU-1,
betaL-g2909_PEDO-1,,,KP109677,PEDO-,
betaL-g2910_PEDO-2,,,KP109678,PEDO-,
betaL-g2911_PEDO-3,,,KP109679,PEDO-,
betaL-g2912_SPG-1,,,KP109680,SPG-1,
betaL-g2913_VCC-1,,,KT818596,VCC-1,carbapenemase
betaL-g2914_VMB-1,,,MN719868,VMB-1,
betaL-g2915_VMB-2,,,MN865127,VMB-2,
chlor-g2916_catT,,,MW030510,catT,
betaL-g2917_BKC_1,,,KP689347,BKC_1,
chlor-g2918_cfrB_1,,not found in CARD,KM359439,cfrB_,
chlor-g2919_cfrB_2,,not found in CARD,KM359438,cfrB_,
chlor-g2920_cfrB_3,,not found in CARD,KR610408,cfrB_,
chlor-g2921_cfrC_1,,not found in CARD,KX686749,cfrC_,
chlor-g2922_cfrC_2,,not found in CARD,CANB01000378,cfrC_,
chlor-g2923_CfrD_1,,not found in CARD,NG_067192,CfrD_,
chlor-g2924_CfrE_1,,not found in CARD,NG_070225,CfrE_,
macro-g2925_ereD,,,KP265721,ereD,
trime-g2926_dfrA38,Trimethoprim,,NG_071175.1,dfrA3,
trime-g2927_dfrA39,Trimethoprim,,NG_070722.1,dfrA3,
trime-g2928_dfrA42,Trimethoprim,,HQ386845.2,dfrA4,
trime-g2929_dfrA43,Trimethoprim,,NG_070721.1,dfrA4,
macro-g2930_erm43,Trimethoprim,,HE650138.1,erm43,
macro-g2931_erm44,Trimethoprim,,HG796218.2,erm44,
macro-g2932_erm45,Trimethoprim,,LN680996.1,erm45,
macro-g2933_erm46,Trimethoprim,,KM679362.1,erm46,
macro-g2934_erm47,Trimethoprim,,KU612222.1,erm47,
macro-g2935_erm48,Trimethoprim,,LT223129.1,erm48,
macro-g2936_erm49,Trimethoprim,,MWVR01000009.1,erm49,
macro-g2937_erm50,Trimethoprim,,LC473083.1,erm50,
macro-g2938_erm51,Trimethoprim,,MN928789.1,erm51,
macro-g2939_erm52,Trimethoprim,,MW269959.1,erm52,
fosfo-g2940_fosM1,Fosfomycin,,BK012111.1,fosM1,
fosfo-g2941_fosM2,Fosfomycin,,BK012112.1,fosM2,
fosfo-g2942_fosM3,Fosfomycin,,BK012113.1,fosM3,
betaL-g2943_OXA-542,,,NG_057454.1,OXA-5,
betaL-g2944_OXA-568,,,NG_055785.1,OXA-5,
betaL-g2945_OXA-664,,,AQFM01000048.1,OXA-6,
betaL-g2946_OXA-665,,,ATGI01000038.1,OXA-6,
betaL-g2947_OXA-679,,,NG_062355.1,OXA-6,
betaL-g2948_OXA-727,,,NG_061621.1,OXA-7,
betaL-g2949_OXA-728,,,NG_061622.1,OXA-7,
betaL-g2950_OXA-730,,,NG_061623.1,OXA-7,
betaL-g2951_OXA-830,,,NG_066713.1,OXA-8,
betaL-g2952_OXA-837,,,MN313890.1,OXA-8,
betaL-g2953_OXA-900,,,NG_070745.1,OXA-9,
betaL-g2954_OXA-919,,,NG_070746.1,OXA-9,
betaL-g2955_OXA-926,,,NG_070748.1,OXA-9,
betaL-g2956_OXA-946,,,NG_073474.1,OXA-9,
betaL-g2957_OXA-947,,,NG_073475.1,OXA-9,
betaL-g2958_OXA-948,,,NG_073476.1,OXA-9,
betaL-g2959_OXA-949,,,NG_073477.1,OXA-9,
tetra-g2960_tet-47,Tetracycline,,KR857681.1,tet-4,
tetra-g2961_tet-48,Tetracycline,,KR857682.1,tet-4,
tetra-g2962_tet-49,Tetracycline,,KR857683.1,tet-4,
tetra-g2963_tet-50,Tetracycline,,KR857684.1,tet-5,
tetra-g2964_tet-51,Tetracycline,,KR857685.1,tet-5,
tetra-g2965_tet-52,Tetracycline,,KR857686.1,tet-5,
tetra-g2966_tet-53,Tetracycline,,KR857687.1,tet-5,
tetra-g2967_tet-54,Tetracycline,,KR857688.1,tet-5,
tetra-g2968_tet-55,Tetracycline,,KR857689.1,tet-5,
tetra-g2969_tet-56,Tetracycline,,CP020412.2,tet-5,
tetra-g2970_tet-X1,Tetracycline,,AJ311171.1,tet-X,
tetra-g2971_tetB-46,Tetracycline,,HQ652506.1,tetB-,
tetra-g2972_tetB-60,Tetracycline,,KX000273.1,tetB-,
betaL-g2973_CTX-M-11,"Cefotaxime, Ceftazidime, Ampicillin",,AY005110,CTX-M,
chlor-g2974_catP,,,U15027,catP,
fosfo-g2975_fosA5,Fosfomycin,,EU195449,fosA5,
macro-g2976_lsaA,"clindamycin, dalfopristin, pleuromutilin,quinupristin",Enterococcus faecalis,AY225127,lsaA,
macro-g2977_mefE,Erythromycin,,AE007317,mefE,
macro-g2978_vgaD,,,GQ205627,vgaD,
macro-g2979_vatH,,,GQ205627,vatH,
quino-g2980_qnrB16,,,EU136183,qnrB1,
quino-g2981_qnrB9,,,EF526508,qnrB9,
quino-g2982_qnrB11_1,,,EF653270,qnrB1,
quino-g2983_qnrS10,,,NG_048055,qnrS1,
sulph-g2984_sul1-v35,Sulphamethoxazole,,AB281183,sul1-,
trime-g2985_dfrA19,Trimethoprim,,AJ310778,dfrA1,
sulph-g2986_sul1-v34,Sulphamethoxazole,,AY047357,sul1-,
amino-g2988_aac3-If,Astromicin;Fortimicin;Gentamicin,,resfinder~~~aac(3)-If_1~~~AY884051~~~Astromicin;Fortimicin;Gentamicin,aac3-,
amino-g2989_aac3-XI,,,resfinder~~~aac(3)-XI_1~~~CTEG01000046~~~,aac3-,
amino-g2990_aac6-Iak,Amikacin;Dibekacin;Netilmicin;Sisomicin;Tobramycin,,resfinder~~~aac(6')-Iak_1~~~AB894482~~~Amikacin;Dibekacin;Netilmicin;Sisomicin;Tobramycin,aac6-,
amino-g2991_aadA27,,,ARO:3004682,aadA2,
amino-g2992_aadA31,,,MG520668.1,aadA3,
amino-g2993_ant3-Ib,,,ARO:3005062,ant3-,
amino-g2994_ant3-IIa,,,ARO:3004089,ant3-,
amino-g2995_ant3-IIb,,,ARO:3004090,ant3-,
amino-g2996_ant3-IIc,,,ARO:3004091,ant3-,
amino-g2997_ant6-Ia_3,,,resfinder~~~ant(6)-Ia_3~~~KF864551~~~Streptomycin ant(6)-Ia,ant6-,
amino-g2998_ant9-Ic,,,ARO:3007515,ant9-,
amino-g2999_aph3-XV,,,resfinder~~~aph(3')-XV_1~~~Y18050~~~,aph3-,
amino-g3000_aph9-Ic,,,ARO:3007539,aph9-,
amino-g3001_spd,,,ARO:3002631,spd,
betaL-g3002_ACC-3,Amoxicillin;AmoxicillinClavulanic_acid;Ampicillin;AmpicillinClavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;PiperacillinTazobactam;Ticarcillin;TicarcillinClavulanic_acid,,resfinder~~~blaACC-3_1~~~AF180958~~~Amoxicillin;AmoxicillinClavulanic_acid;Ampicillin;AmpicillinClavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;PiperacillinTazobactam;Ticarcillin;TicarcillinClavulanic_acid,ACC-3,
betaL-g3003_ACT-16,Amoxicillin;AmoxicillinClavulanic_acid;Ampicillin;AmpicillinClavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;PiperacillinTazobactam;Ticarcillin;TicarcillinClavulanic_acid,,resfinder~~~blaACT-16_1~~~AB737978~~~Amoxicillin;AmoxicillinClavulanic_acid;Ampicillin;AmpicillinClavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;PiperacillinTazobactam;Ticarcillin;TicarcillinClavulanic_acid,ACT-1,
betaL-g3004_AMZ-1,,,ARO:3007694,AMZ-1,
betaL-g3005_ARL-1,,,CARD~~~ARL-1~~~ARO:3004734,ARL-1,
betaL-g3006_ARL-2,,,CARD~~~ARL-2~~~ARO:3004735,ARL-2,
betaL-g3007_ARL-3,,,CARD~~~ARL-3~~~ARO:3004736,ARL-3,
betaL-g3008_ARL-4,,,CARD~~~ARL-4~~~ARO:3004737,ARL-4,
betaL-g3009_ARL-5,,,CARD~~~ARL-5~~~ARO:3004738,ARL-5,
betaL-g3010_ARL-6,,,CARD~~~ARL-6~~~ARO:3004739,ARL-6,
betaL-g3011_BIM-1,Aztreonam;Cefepime;Ceftazidime;Imipenem;Meropenem,,resfinder~~~blaBIM-1_1~~~CP016446~~~Aztreonam;Cefepime;Ceftazidime;Imipenem;Meropenem,BIM-1,
betaL-g3012_cfxA-3,,,CARD~~~cfxA3~~~ARO:3003003,cfxA-,
betaL-g3013_CMG-1,,,resfinder~~~blaCMG_1~~~AY265892~~~ blaCMG,CMG-1,
betaL-g3014_CMY-12,Amoxicillin;AmoxicillinClavulanic_acid;Ampicillin;AmpicillinClavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;PiperacillinTazobactam;Ticarcillin;TicarcillinClavulanic_acid,,resfinder~~~blaCMY-12_1~~~Y16785~~~Amoxicillin;AmoxicillinClavulanic_acid;Ampicillin;AmpicillinClavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;PiperacillinTazobactam;Ticarcillin;TicarcillinClavulanic_acid,CMY-1,
betaL-g3015_CMY-29,Amoxicillin;AmoxicillinClavulanic_acid;Ampicillin;AmpicillinClavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;PiperacillinTazobactam;Ticarcillin;TicarcillinClavulanic_acid,,resfinder~~~blaCMY-29_1~~~EF685371~~~Amoxicillin;AmoxicillinClavulanic_acid;Ampicillin;AmpicillinClavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;PiperacillinTazobactam;Ticarcillin;TicarcillinClavulanic_acid,CMY-2,
betaL-g3016_CMY-30,Amoxicillin;AmoxicillinClavulanic_acid;Ampicillin;AmpicillinClavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;PiperacillinTazobactam;Ticarcillin;TicarcillinClavulanic_acid,,resfinder~~~blaCMY-30_1~~~LMYO01000054~~~Amoxicillin;AmoxicillinClavulanic_acid;Ampicillin;AmpicillinClavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;PiperacillinTazobactam;Ticarcillin;TicarcillinClavulanic_acid,CMY-3,
betaL-g3017_CMY-87,Amoxicillin;AmoxicillinClavulanic_acid;Ampicillin;AmpicillinClavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;PiperacillinTazobactam;Ticarcillin;TicarcillinClavulanic_acid,,resfinder~~~blaCMY-87_1~~~AB699171~~~Amoxicillin;AmoxicillinClavulanic_acid;Ampicillin;AmpicillinClavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;PiperacillinTazobactam;Ticarcillin;TicarcillinClavulanic_acid,CMY-8,
betaL-g3018_CTX-M-110,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin,,resfinder~~~blaCTX-M-110_1~~~JF274242~~~Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin,CTX-M,
betaL-g3019_CTX-M-74,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin,,resfinder~~~blaCTX-M-74_1~~~GQ149243~~~Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin,CTX-M,
betaL-g3020_CTX-M-75,Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin,,resfinder~~~blaCTX-M-75_1~~~GQ149244~~~Amoxicillin;Ampicillin;Aztreonam;Cefepime;Cefotaxime;Ceftazidime;Ceftriaxone;Piperacillin;Ticarcillin,CTX-M,
betaL-g3021_FRI-8,Amoxicillin;AmoxicillinClavulanic_acid;Ampicillin;AmpicillinClavulanic_acid;Aztreonam;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;PiperacillinTazobactam,,resfinder~~~blaFRI-8_1~~~OK264410~~~Amoxicillin;AmoxicillinClavulanic_acid;Ampicillin;AmpicillinClavulanic_acid;Aztreonam;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;PiperacillinTazobactam,FRI-8,carbapenemase
betaL-g3022_GES-23,Amoxicillin;AmoxicillinClavulanic_acid;Ampicillin;AmpicillinClavulanic_acid;Cefoxitin;Ceftazidime;Piperacillin;Ticarcillin,,resfinder~~~blaGES-23_1~~~KF179354~~~Amoxicillin;AmoxicillinClavulanic_acid;Ampicillin;AmpicillinClavulanic_acid;Cefoxitin;Ceftazidime;Piperacillin;Ticarcillin,GES-2,2f ESBL
betaL-g3023_GOB-2,Amoxicillin;Ampicillin;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem,,resfinder~~~blaGOB-2_1~~~AF189296~~~Amoxicillin;Ampicillin;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem,GOB-2,
betaL-g3024_GOB-3,Amoxicillin;Ampicillin;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem,,resfinder~~~blaGOB-3_1~~~AF189291~~~Amoxicillin;Ampicillin;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem,GOB-3,
betaL-g3025_GOB-6,Amoxicillin;Ampicillin;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem,,resfinder~~~blaGOB-6_1~~~AF189292~~~Amoxicillin;Ampicillin;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem,GOB-6,
betaL-g3026_GOB-7,Amoxicillin;Ampicillin;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem,,resfinder~~~blaGOB-7_1~~~AF189297~~~Amoxicillin;Ampicillin;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem,GOB-7,
betaL-g3027_IMI-5,Amoxicillin;AmoxicillinClavulanic_acid;Ampicillin;AmpicillinClavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;PiperacillinTazobactam,,resfinder~~~blaIMI-5_1~~~KX858825~~~Amoxicillin;AmoxicillinClavulanic_acid;Ampicillin;AmpicillinClavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;PiperacillinTazobactam,IMI-5,2f carbapenemase
betaL-g3028_KBL-1,,,ARO:3007206,KBL-1,
betaL-g3029_KPC-25,Amoxicillin;AmoxicillinClavulanic_acid;Ampicillin;AmpicillinClavulanic_acid;Aztreonam;Cefepime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;PiperacillinTazobactam;Ticarcillin;TicarcillinClavulanic_acid,,resfinder~~~blaKPC-25_1~~~KU216748~~~Amoxicillin;AmoxicillinClavulanic_acid;Ampicillin;AmpicillinClavulanic_acid;Aztreonam;Cefepime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;PiperacillinTazobactam;Ticarcillin;TicarcillinClavulanic_acid,KPC-2,2f carbapenemase view
betaL-g3030_LEN-10,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin,,resfinder~~~blaLEN10_1~~~AJ635419~~~Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin,LEN-1,broad spectrum
betaL-g3031_LEN-11,,,CARD~~~blaLEN-11~~~ARO:3002461,LEN-1,broad spectrum
betaL-g3032_LEN-12,Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin,,resfinder~~~blaLEN12_1~~~AJ635406~~~Amoxicillin;Ampicillin;Cephalothin;Piperacillin;Ticarcillin,LEN-1,broad spectrum
